Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Chennai,PM2.5 - Principal,2020-09-09 06:00 AM,2020,09,09,06,8.9,37,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 07:00 AM,2020,09,09,07,8.4,35,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 08:00 AM,2020,09,09,08,13.2,53,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 09:00 AM,2020,09,09,09,18.1,64,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 10:00 AM,2020,09,09,10,20.5,69,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 11:00 AM,2020,09,09,11,24.7,77,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 12:00 PM,2020,09,09,12,23.3,75,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 01:00 PM,2020,09,09,13,21.1,70,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 02:00 PM,2020,09,09,14,18.5,64,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 03:00 PM,2020,09,09,15,16.8,61,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 04:00 PM,2020,09,09,16,24.4,77,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 05:00 PM,2020,09,09,17,27.7,84,Moderate,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 06:00 PM,2020,09,09,18,17.8,63,Moderate,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 07:00 PM,2020,09,09,19,23.4,75,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 08:00 PM,2020,09,09,20,25.2,79,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 09:00 PM,2020,09,09,21,19.6,67,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 10:00 PM,2020,09,09,22,18.3,64,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-09 11:00 PM,2020,09,09,23,14.6,56,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 12:00 AM,2020,09,10,00,11.3,47,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 01:00 AM,2020,09,10,01,11.1,46,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 02:00 AM,2020,09,10,02,11.5,48,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 03:00 AM,2020,09,10,03,10.7,45,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 04:00 AM,2020,09,10,04,10.3,43,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 05:00 AM,2020,09,10,05,9.1,38,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 06:00 AM,2020,09,10,06,10.5,44,Good,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 07:00 AM,2020,09,10,07,13.7,54,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 08:00 AM,2020,09,10,08,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 09:00 AM,2020,09,10,09,14.1,55,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 10:00 AM,2020,09,10,10,19.6,67,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 11:00 AM,2020,09,10,11,21.3,70,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 12:00 PM,2020,09,10,12,19.1,66,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 01:00 PM,2020,09,10,13,17.5,62,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 02:00 PM,2020,09,10,14,15.2,58,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 03:00 PM,2020,09,10,15,12.1,51,Moderate,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 04:00 PM,2020,09,10,16,9.5,40,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 05:00 PM,2020,09,10,17,8.7,36,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 06:00 PM,2020,09,10,18,18.8,65,Moderate,29.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 07:00 PM,2020,09,10,19,17.9,63,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 08:00 PM,2020,09,10,20,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 09:00 PM,2020,09,10,21,24.4,77,Moderate,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 10:00 PM,2020,09,10,22,24.2,76,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-10 11:00 PM,2020,09,10,23,16.1,59,Moderate,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 12:00 AM,2020,09,11,00,12.5,52,Moderate,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 01:00 AM,2020,09,11,01,11.2,47,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 02:00 AM,2020,09,11,02,11.1,46,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 03:00 AM,2020,09,11,03,13.0,53,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 04:00 AM,2020,09,11,04,13.0,53,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 05:00 AM,2020,09,11,05,13.5,54,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 06:00 AM,2020,09,11,06,12.7,52,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 07:00 AM,2020,09,11,07,12.8,52,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 08:00 AM,2020,09,11,08,13.9,55,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 09:00 AM,2020,09,11,09,16.9,61,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 10:00 AM,2020,09,11,10,18.4,64,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 11:00 AM,2020,09,11,11,22.7,73,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 12:00 PM,2020,09,11,12,22.3,72,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 01:00 PM,2020,09,11,13,20.6,69,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 02:00 PM,2020,09,11,14,19.8,67,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 03:00 PM,2020,09,11,15,20.4,68,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 04:00 PM,2020,09,11,16,19.7,67,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 05:00 PM,2020,09,11,17,14.8,57,Moderate,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 06:00 PM,2020,09,11,18,19.9,67,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 07:00 PM,2020,09,11,19,22.4,73,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 08:00 PM,2020,09,11,20,21.2,70,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 09:00 PM,2020,09,11,21,22.1,72,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 10:00 PM,2020,09,11,22,19.0,66,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-11 11:00 PM,2020,09,11,23,18.5,64,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 12:00 AM,2020,09,12,00,16.2,60,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 01:00 AM,2020,09,12,01,16.6,60,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 02:00 AM,2020,09,12,02,15.8,59,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 03:00 AM,2020,09,12,03,16.9,61,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 04:00 AM,2020,09,12,04,16.9,61,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 05:00 AM,2020,09,12,05,16.0,59,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 06:00 AM,2020,09,12,06,16.4,60,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 07:00 AM,2020,09,12,07,17.8,63,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 08:00 AM,2020,09,12,08,19.4,66,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 09:00 AM,2020,09,12,09,22.7,73,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 10:00 AM,2020,09,12,10,19.1,66,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 11:00 AM,2020,09,12,11,18.1,64,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 12:00 PM,2020,09,12,12,15.5,58,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 01:00 PM,2020,09,12,13,12.7,52,Moderate,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 02:00 PM,2020,09,12,14,12.3,51,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 03:00 PM,2020,09,12,15,13.6,54,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 04:00 PM,2020,09,12,16,15.3,58,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 05:00 PM,2020,09,12,17,16.6,60,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 06:00 PM,2020,09,12,18,19.8,67,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 07:00 PM,2020,09,12,19,16.9,61,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 08:00 PM,2020,09,12,20,15.4,58,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 09:00 PM,2020,09,12,21,18.7,65,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 10:00 PM,2020,09,12,22,19.8,67,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-12 11:00 PM,2020,09,12,23,19.4,66,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 12:00 AM,2020,09,13,00,12.2,51,Moderate,5.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 01:00 AM,2020,09,13,01,9.1,38,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 02:00 AM,2020,09,13,02,7.5,31,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 03:00 AM,2020,09,13,03,9.2,38,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 04:00 AM,2020,09,13,04,8.6,36,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 05:00 AM,2020,09,13,05,8.8,37,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 06:00 AM,2020,09,13,06,8.9,37,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 07:00 AM,2020,09,13,07,8.4,35,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 08:00 AM,2020,09,13,08,9.2,38,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 09:00 AM,2020,09,13,09,11.1,46,Good,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 10:00 AM,2020,09,13,10,13.5,54,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 11:00 AM,2020,09,13,11,16.2,60,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 12:00 PM,2020,09,13,12,16.6,60,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 01:00 PM,2020,09,13,13,16.8,61,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 02:00 PM,2020,09,13,14,15.9,59,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 03:00 PM,2020,09,13,15,16.4,60,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 04:00 PM,2020,09,13,16,17.2,62,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 05:00 PM,2020,09,13,17,16.1,59,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 06:00 PM,2020,09,13,18,16.0,59,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 07:00 PM,2020,09,13,19,12.5,52,Moderate,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 08:00 PM,2020,09,13,20,11.7,49,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 09:00 PM,2020,09,13,21,15.8,59,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 10:00 PM,2020,09,13,22,17.9,63,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-13 11:00 PM,2020,09,13,23,15.9,59,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 12:00 AM,2020,09,14,00,15.9,59,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 01:00 AM,2020,09,14,01,14.4,56,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 02:00 AM,2020,09,14,02,13.2,53,Moderate,12.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 03:00 AM,2020,09,14,03,11.1,46,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 04:00 AM,2020,09,14,04,9.0,38,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 05:00 AM,2020,09,14,05,8.5,35,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 06:00 AM,2020,09,14,06,9.7,40,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 07:00 AM,2020,09,14,07,8.3,35,Good,7.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 08:00 AM,2020,09,14,08,12.1,51,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 09:00 AM,2020,09,14,09,15.0,57,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 10:00 AM,2020,09,14,10,16.5,60,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 11:00 AM,2020,09,14,11,17.7,63,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 12:00 PM,2020,09,14,12,17.3,62,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 01:00 PM,2020,09,14,13,16.6,60,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 02:00 PM,2020,09,14,14,16.8,61,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 03:00 PM,2020,09,14,15,12.9,53,Moderate,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 04:00 PM,2020,09,14,16,11.9,50,Good,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 05:00 PM,2020,09,14,17,12.9,53,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 06:00 PM,2020,09,14,18,14.4,56,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 07:00 PM,2020,09,14,19,19.2,66,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 08:00 PM,2020,09,14,20,20.6,69,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 09:00 PM,2020,09,14,21,16.8,61,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 10:00 PM,2020,09,14,22,18.9,65,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-14 11:00 PM,2020,09,14,23,17.9,63,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 12:00 AM,2020,09,15,00,17.4,62,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 01:00 AM,2020,09,15,01,18.2,64,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 02:00 AM,2020,09,15,02,17.1,62,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 03:00 AM,2020,09,15,03,19.5,67,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 04:00 AM,2020,09,15,04,19.2,66,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 05:00 AM,2020,09,15,05,19.5,67,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 06:00 AM,2020,09,15,06,21.1,70,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 07:00 AM,2020,09,15,07,20.5,69,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 08:00 AM,2020,09,15,08,24.3,77,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 09:00 AM,2020,09,15,09,23.0,74,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 10:00 AM,2020,09,15,10,25.1,78,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 11:00 AM,2020,09,15,11,25.5,79,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 12:00 PM,2020,09,15,12,22.2,72,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 01:00 PM,2020,09,15,13,21.7,71,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 02:00 PM,2020,09,15,14,20.5,69,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 03:00 PM,2020,09,15,15,19.0,66,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 04:00 PM,2020,09,15,16,15.6,58,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 05:00 PM,2020,09,15,17,13.3,54,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 06:00 PM,2020,09,15,18,20.1,68,Moderate,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 07:00 PM,2020,09,15,19,35.0,99,Moderate,50.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 08:00 PM,2020,09,15,20,34.0,97,Moderate,33.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 09:00 PM,2020,09,15,21,28.5,85,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 10:00 PM,2020,09,15,22,22.7,73,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-15 11:00 PM,2020,09,15,23,18.3,64,Moderate,14.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 12:00 AM,2020,09,16,00,14.6,56,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 01:00 AM,2020,09,16,01,12.8,52,Moderate,11.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 02:00 AM,2020,09,16,02,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 03:00 AM,2020,09,16,03,10.2,43,Good,9.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 04:00 AM,2020,09,16,04,16.1,59,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 05:00 AM,2020,09,16,05,18.5,64,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 06:00 AM,2020,09,16,06,17.7,63,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 07:00 AM,2020,09,16,07,16.3,60,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 08:00 AM,2020,09,16,08,18.6,65,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 09:00 AM,2020,09,16,09,21.8,71,Moderate,25.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 10:00 AM,2020,09,16,10,22.4,73,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 11:00 AM,2020,09,16,11,20.7,69,Moderate,19.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 12:00 PM,2020,09,16,12,18.3,64,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 01:00 PM,2020,09,16,13,17.1,62,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 02:00 PM,2020,09,16,14,16.0,59,Moderate,15.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 03:00 PM,2020,09,16,15,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 04:00 PM,2020,09,16,16,18.8,65,Moderate,22.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 05:00 PM,2020,09,16,17,18.1,64,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 06:00 PM,2020,09,16,18,17.2,62,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 07:00 PM,2020,09,16,19,18.3,64,Moderate,20.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 08:00 PM,2020,09,16,20,35.2,100,Moderate,52.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 09:00 PM,2020,09,16,21,26.6,81,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 10:00 PM,2020,09,16,22,18.3,64,Moderate,10.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-16 11:00 PM,2020,09,16,23,15.6,58,Moderate,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 12:00 AM,2020,09,17,00,11.8,49,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 01:00 AM,2020,09,17,01,9.9,41,Good,8.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 02:00 AM,2020,09,17,02,7.9,33,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 03:00 AM,2020,09,17,03,6.9,29,Good,6.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 04:00 AM,2020,09,17,04,9.9,41,Good,13.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 05:00 AM,2020,09,17,05,12.9,53,Moderate,16.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 06:00 AM,2020,09,17,06,14.9,57,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 07:00 AM,2020,09,17,07,19.4,66,Moderate,24.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 08:00 AM,2020,09,17,08,25.7,80,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 09:00 AM,2020,09,17,09,28.8,86,Moderate,32.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 10:00 AM,2020,09,17,10,24.9,78,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 11:00 AM,2020,09,17,11,21.4,71,Moderate,18.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 12:00 PM,2020,09,17,12,19.2,66,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2020-09-17 01:00 PM,2020,09,17,13,18.1,64,Moderate,17.0,UG/M3,1 Hr,Valid
